Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ChEA_2022	OLIG2 26023283 ChIP-Seq AINV15 Mouse	29/1588	1.788676e-01	4.175458e-01	0	0	1.222318e+00	2.103744e+00	CMAS;PPP1R10;NEDD9;CXCR4;RPL8;BACH1;TOB1;PCSK5;SAT1;EFNB2;PTDSS1;FLOT1;MYH14;ITGB8;JUNB;IER2;AP1M2;DSP;EDN1;KRT8;SHROOM3;DUSP6;CLDN3;PRPF18;ID1;NCOA7;OCIAD2;TRIB1;PPIA
ChEA_2022	NANOG 18700969 ChIP-ChIP MESCs Mouse	5/196	1.807309e-01	4.205688e-01	0	0	1.701920e+00	2.911552e+00	LAPTM4B;PPP1R10;ID1;COBL;DUSP6
ChEA_2022	JARID1B-DAIN 22020125 ChIP-Seq ESCs Mouse	27/1470	1.816191e-01	4.210206e-01	0	0	1.228466e+00	2.095571e+00	SLC44A4;NEDD9;PSMB7;RAB25;EPCAM;EPSTI1;ENPP2;JUNB;SOX4;AP1M2;HEXIM1;EGR2;SUN1;JUP;HSPA5;RAB3IP;TMEM176A;EYA4;COBL;MYO1E;KRT19;CLDN4;ETNK1;SNRPC;RAMP1;ATF3;PTPN2
ChEA_2022	CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse	28/1531	1.820629e-01	4.210206e-01	0	0	1.223488e+00	2.084093e+00	IDI1;NEDD9;BACH1;HERPUD1;EFNB2;ITGB8;S100A14;RPL18;SAMD12;UBXN4;JUNB;IER2;EDN1;HSPA5;ANXA3;CAV2;RAB3IP;STARD10;SHROOM3;KLF4;ISG20;CLDN3;FOSB;OSBPL1A;TRIB1;MET;ATF3;FRYL
ChEA_2022	Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	19/993	1.838150e-01	4.231248e-01	0	0	1.276902e+00	2.162850e+00	EDN1;ANXA3;ANXA4;MACC1;HEXA;SMC5;KLF4;BACH1;DUSP6;AHI1;CLDN4;TMEM43;MYO5C;ABI1;TAX1BP1;SMPDL3A;MET;ATF3;IER3
ChEA_2022	THRA 23701648 ChIP-Seq CEREBELLUM Mouse	4/146	1.841165e-01	4.231248e-01	0	0	1.829863e+00	3.096470e+00	NR4A1;MYH14;SMPDL3A;HERPUD1
ChEA_2022	P300 27268052 Chip-Seq Bcells Human	29/1596	1.859448e-01	4.253473e-01	0	0	1.215542e+00	2.044912e+00	SCOC;HDAC2;SEH1L;CLTA;AQP1;RAB25;EPCAM;MYH14;KPNA5;CEP76;AP1M2;MAP3K2;UBE2H;CDKN2A;ANXA4;VPS13B;NEB;VIL1;NR4A1;AZGP1;CEACAM6;RPL7L1;NFE2L3;YME1L1;FOSB;GRB2;NCOA7;SNRPC;PTPN2
ChEA_2022	GFI1B 20887958 ChIP-Seq HPC-7 Mouse	27/1475	1.862331e-01	4.253473e-01	0	0	1.223889e+00	2.057058e+00	SLC44A4;SEH1L;PPP1R10;TOB1;MTDH;LAPTM4B;ODF2L;TMEM43;MYO6;FLOT1;RHPN2;SOX4;IER2;MAP3K2;ACBD5;MARCKSL1;HSPA5;ELOVL5;TMEM176A;SHROOM3;DUSP6;ETNK1;ID1;SNRPC;TRIB1;RAMP1;PPIA
ChEA_2022	LYL1 20887958 ChIP-Seq HPC-7 Mouse	12/587	1.878406e-01	4.276987e-01	0	0	1.361864e+00	2.277256e+00	EFNB2;GGCT;DSP;CMAS;KRT18;STARD10;CLDN7;ICA1;SHROOM3;TNFRSF11B;RAMP1;GRHL2
ChEA_2022	EOMES 21245162 ChIP-Seq HESCs Human	16/820	1.885073e-01	4.279000e-01	0	0	1.300831e+00	2.170592e+00	HEXIM1;CYB5A;TES;CMAS;CDKN2A;RAB3IP;IFI6;TOB1;DUSP6;ISG20;MYO1D;KRT19;RAB25;EPSTI1;TAX1BP1;ENPP2
ChEA_2022	GATA2 21666600 ChIP-Seq HMVEC Human	12/588	1.893189e-01	4.284280e-01	0	0	1.359428e+00	2.262527e+00	KIAA1217;MYO1E;EDN1;CDKN2B;KRT18;JUP;ANXA3;ELOVL5;NSMCE2;PLEKHA5;GRB2;STX3
ChEA_2022	FOSL1 28411283 ChIP-Seq MDA231-LM2-4175 Human BreastCancer	23/1238	1.904494e-01	4.296724e-01	0	0	1.240522e+00	2.057243e+00	SCOC;SEC13;SUN1;DTNA;GSN;HOMER1;HSPA5;KRT8;PCSK5;DUSP6;SYTL2;KIAA1217;ISG20;KRT19;RHEB;ID1;EPC2;CCN2;STX3;PHLDA2;TRIB1;JUNB;ATG5
ChEA_2022	SCL 19346495 ChIP-Seq HPC-7 Human	5/201	1.937469e-01	4.357833e-01	0	0	1.658078e+00	2.721242e+00	HBS1L;AHI1;PPFIA1;GRHL2;CDH17
ChEA_2022	CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse	27/1484	1.946939e-01	4.365863e-01	0	0	1.215729e+00	1.989329e+00	DDR1;IDI1;TES;SEH1L;TOB1;ANAPC11;EPCAM;RAD21;SAMD12;JUNB;AP1M2;TMED4;TMEM14C;HEXIM1;EGR2;UBE2H;ANXA3;ANXA4;F5;NR4A1;MYO1E;CLDN4;SNRPC;TRIB1;RAMP1;PPIA;MET
ChEA_2022	SMAD 19615063 ChIP-ChIP OVARY Human	3/100	1.962069e-01	4.373132e-01	0	0	2.007032e+00	3.268624e+00	ENPP2;EPSTI1;SYTL2
ChEA_2022	IRF8 22096565 ChIP-ChIP GC-B Human	4/150	1.964391e-01	4.373132e-01	0	0	1.779366e+00	2.895745e+00	EPSTI1;HLA-B;HLA-C;HERPUD1
ChEA_2022	ASXL1 24218140 ChIP-Seq BMDM Mouse	12/593	1.967909e-01	4.373132e-01	0	0	1.347377e+00	2.190314e+00	ZFAND5;FLOT1;CXCR4;EPG5;PSMG2;UBXN4;JUNB;CEP76;IER2;DUSP6;PTPN2;IER3
ChEA_2022	AR 35413990 ChIP-Seq Human ARposCRProstateCancer	12/594	1.983014e-01	4.375119e-01	0	0	1.344991e+00	2.176152e+00	HEXIM1;TES;PLEKHA5;EPC2;CEP192;NEB;CCT8;OCIAD2;TRIB1;SDCBP2;F5;HMGN1
ChEA_2022	NR3C1 21868756 ChIP-Seq MCF10A Human	17/887	1.984812e-01	4.375119e-01	0	0	1.277239e+00	2.065373e+00	GSTM3;SCOC;EDN1;TES;DTNA;GSN;RAB3IP;LMO7;GRHL2;SYTL2;AQP1;STK3;PARD6B;ENPP2;GOPC;TRMT11;TRIB1
ChEA_2022	SA1 22415368 ChIP-Seq MEFs Mouse	28/1549	1.986541e-01	4.375119e-01	0	0	1.207813e+00	1.952055e+00	DDR1;EPHB6;IDI1;SLC44A4;EFNB2;PSMB7;LAPTM4B;HINT3;RSPO2;S100A14;SOX4;IER3;TMED4;HEXIM1;EDN1;EYA4;KLF4;TMC4;SDCBP2;DUSP6;HAUS1;MYO1D;ABI1;GOPC;TRIB1;RAMP1;MET;ATF3
ChEA_2022	KDM2B 26808549 Chip-Seq K562 Human	30/1673	2.004431e-01	4.398375e-01	0	0	1.198606e+00	1.926429e+00	TES;IFI6;CXCR4;TOB1;GMCL1;ACTG1;PARD6B;EPC2;STX3;PHLDA2;SOX4;IER2;ATG5;HMGN1;DSP;EGR2;UBE2H;MARCKSL1;ANXA3;MACC1;RAB3IP;HLA-E;MYO1D;NR4A1;RHEB;ID1;NFE2L3;FOSB;GRB2;TRIB1
ChEA_2022	GATA1 19941826 ChIP-Seq K562 Human	13/654	2.012273e-01	4.398375e-01	0	0	1.323392e+00	2.121822e+00	HEXIM1;DDR1;MYLIP;UBE2H;CAV2;NSMCE2;KLF4;AQP1;MYO1D;AHI1;PARD6B;KRT19;JUNB
ChEA_2022	SMAD3 21741376 ChIP-Seq ESCs Human	28/1552	2.014931e-01	4.398375e-01	0	0	1.205236e+00	1.930788e+00	DDR1;SCOC;TES;RASEF;NEDD9;TOB1;PCSK5;BCLAF1;EPC2;SOX4;MYLIP;SUN1;EIF2AK1;PLEKHA5;HLA-C;VPS13B;COBL;GRHL2;MYO1D;NR4A1;PRPF18;KRT18;DAD1;RPL7L1;NFE2L3;NCOA7;TRIB1;PPIA
ChEA_2022	ASH2L 23239880 ChIP-Seq MESCs Mouse	45/2603	2.030765e-01	4.419899e-01	0	0	1.159507e+00	1.848455e+00	IDI1;UQCRB;CLTA;NEDD9;RPL8;TOB1;MTDH;EFNB2;PSMB7;PARD6B;HINT3;EPCAM;SPIN1;SAMD12;SOX4;IER2;ATG5;HEXIM1;DSP;MYLIP;EDN1;SEC13;ACBD5;SUN1;HOMER1;YIPF3;EIF2AK1;RAB3IP;PLEKHA5;VPS13B;LMO7;GRHL2;DUSP6;CPPED1;MYO1E;CLDN3;PRPF18;ETNK1;RPL7L1;CHMP2B;TAX1BP1;NFE2L3;OSBPL1A;TRIB1;FRYL
ChEA_2022	GATA3 27048872 Chip-Seq THYMUS Human	29/1617	2.052204e-01	4.453463e-01	0	0	1.198078e+00	1.897360e+00	HBS1L;SLC44A4;ZFAND5;LAMA3;SMC5;AQP1;MTDH;HERPUD1;ACTG1;EPSTI1;ENPP2;FLOT1;TMED4;MAP3K2;MYLIP;CDKN2B;ACBD5;RBM18;KRT8;HLA-C;DUSP6;AEBP2;DAD1;ETNK1;GOPC;TRIB1;RAB5A;PTPN2;GOLGA8A
ChEA_2022	ELF3 26769127 Chip-Seq PDAC-Cell Line Human	30/1680	2.068933e-01	4.476639e-01	0	0	1.193058e+00	1.879725e+00	CMAS;RASEF;EFNB2;ODF2L;S100A14;STX3;UBXN4;PHLDA2;EGR2;ACBD5;ELOVL5;KRT8;PLEKHA5;LMO7;ISG15;DUSP6;F5;KIAA1217;KRT19;KRT18;AEBP2;ID1;ABI1;NFE2L3;FOSB;OSBPL1A;RAMP1;ATF3;FRYL;GOLGA8A
ChEA_2022	POU5F1 16518401 ChIP-PET MESCs Mouse	16/836	2.089911e-01	4.508845e-01	0	0	1.274369e+00	1.994979e+00	BRD2;UBE2H;UQCRB;RIF1;PLEKHA5;MIF;TOB1;SAT1;SUMF1;IMMP2L;CLDN4;CLDN3;AEBP2;CDH1;RHPN2;PPIA
ChEA_2022	CREB1 26743006 Chip-Seq LNCaP-abl Human	29/1626	2.137817e-01	4.598793e-01	0	0	1.190734e+00	1.837063e+00	IFI6;NEDD9;TOB1;EFNB2;MAL2;MYH14;EPC2;PHLDA2;IER2;HEXIM1;DSP;GSTM3;BRD2;EGR2;UBE2H;ACBD5;KRT8;ISG15;MIF;SDCBP2;KIAA1217;MYO1D;CLDN4;CLDN3;KRT18;CLDN7;FOSB;GRB2;RAMP1
ChEA_2022	NOTCH1 17114293 ChIP-ChIP T-ALL Human	3/105	2.158783e-01	4.626900e-01	0	0	1.908161e+00	2.925288e+00	TES;STARD10;THYN1
ChEA_2022	CTNNB1 20615089 ChIP-ChIP FETAL BRAIN Human	8/376	2.173942e-01	4.626900e-01	0	0	1.414654e+00	2.158823e+00	PTPRN2;SLC44A4;GSN;PPP1R10;KCNH8;FOSB;ETFB;MEA1
ChEA_2022	TBP 23326641 ChIP-Seq C3H10T1-2 Mouse	12/607	2.184042e-01	4.626900e-01	0	0	1.314710e+00	2.000210e+00	HEXIM1;BRD2;GSN;HOMER1;AEBP2;ARPC5L;FLOT1;RPL18;RPL8;JUNB;CEP76;IER2
ChEA_2022	CNOT3 19339689 ChIP-ChIP MESCs Mouse	20/1083	2.186195e-01	4.626900e-01	0	0	1.230018e+00	1.870147e+00	SEH1L;HOMER1;GOLT1B;RECQL;ARPC5L;KLF4;SUMF1;MTDH;ACTG1;BCLAF1;CLDN3;CAPN7;CDH1;RHEB;SUB1;UBQLN1;CCNL2;PPIA;PTPN2;HMGN1
ChEA_2022	PPARG 20176806 ChIP-Seq MACROPHAGES Mouse	20/1083	2.186195e-01	4.626900e-01	0	0	1.230018e+00	1.870147e+00	BRD2;MYLIP;SCOC;SUN1;ANXA3;ELOVL5;NEDD9;CXCR4;KLF4;DUSP6;CPPED1;MTDH;EPCAM;DAD1;RAD21;ABI1;NCOA7;CCT8;PSMG2;TRIB1
ChEA_2022	FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human	15/784	2.188399e-01	4.626900e-01	0	0	1.272992e+00	1.934204e+00	HEXIM1;PPP1R10;DUSP6;IMMP2L;KRT19;RHEB;ESRP1;RAD21;ID1;FLOT1;CEP192;PSMG2;TRIB1;CEP76;SOX4
ChEA_2022	NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation	64/3823	2.209144e-01	4.657456e-01	0	0	1.125823e+00	1.699969e+00	EPHB6;C2CD5;RASEF;ICA1;SMC5;AREG;PCSK5;ACTG1;HINT3;EPSTI1;SPIN1;ENPP2;FLOT1;JUNB;SOX4;IER3;DSP;EDN1;ANXA3;KCNH8;ZFR;HLA-C;SHROOM3;COBL;WDR72;LMO7;HLA-A;SDCBP2;DUSP6;KIAA1217;PRPF18;DAD1;RPL7L1;TAX1BP1;NCOA7;TRIB1;CDH17;MET;LLGL2;LAMA3;NEDD9;TNFRSF11B;STK3;EFNB2;PSMB7;PARD6B;MYO6;AGR3;EMC4;STX3;ATG5;MACC1;DNAH14;RAB3IP;ARHGEF38;EYA4;PLEKHA5;KLF4;GRHL2;MYO1E;ETNK1;FOSB;RAB5A;FRYL
ChEA_2022	KDM2B 26808549 Chip-Seq HPB-ALL Human	29/1636	2.234982e-01	4.694370e-01	0	0	1.182670e+00	1.772056e+00	TES;ZNF292;IFI6;CXCR4;TOB1;ACTG1;ODF2L;UBXN4;PRSS2;JUNB;SOX4;IER2;HEXIM1;BRD2;EGR2;ACBD5;MARCKSL1;ELOVL5;EIF2AK1;KCNH8;PLEKHA5;ISG15;MIF;DUSP6;NR4A1;ABI1;GRB2;ATF3;FRYL
ChEA_2022	DPY 21335234 ChIP-Seq ESCs Mouse	28/1575	2.239341e-01	4.694370e-01	0	0	1.185814e+00	1.774457e+00	HBS1L;CMAS;SLC44A4;CXCR4;RPL8;TOB1;MTDH;ACTG1;FLOT1;UBQLN1;STX3;UBXN4;PHLDA2;SOX4;AP1M2;HMGN1;DSP;PTPRN2;HOMER1;KCNH8;KRT10;KLF4;SDCBP2;MYO1D;ETNK1;GRB2;TRMT11;ATF3
ChEA_2022	FOXP3 21729870 ChIP-Seq TREG Human	22/1210	2.255417e-01	4.714713e-01	0	0	1.211033e+00	1.803531e+00	ZNF165;EGR2;SEC13;HDAC2;YIPF3;STARD10;THYN1;NEDD9;PCSK5;CPPED1;SUMF1;PTDSS1;IMMP2L;PRPF18;SUB1;GRB2;RPL15;SEC61B;CCT8;RPL18;SNRPC;IER2
ChEA_2022	LXR 22158963 ChIP-Seq LIVER Mouse	28/1578	2.269467e-01	4.730720e-01	0	0	1.183324e+00	1.754916e+00	ZFAND5;NEDD9;BACH1;TOB1;AREG;HERPUD1;PSMB7;PARD6B;IMMP2L;ENPP2;IER2;GSTM3;MYLIP;EDN1;ELOVL5;STARD10;NEB;DUSP6;SUMF1;GGCT;SH3YL1;AZGP1;CLDN3;KRT18;AEBP2;NFE2L3;OSBPL1A;MET
ChEA_2022	GABP 17652178 ChIP-ChIP JURKAT Human	12/617	2.344279e-01	4.872939e-01	0	0	1.292302e+00	1.874623e+00	PSMB7;RPL30;ACBD5;PRPF18;PPP1R10;YIPF3;TAX1BP1;YME1L1;VPS13B;CLTA;KRT10;SNRPC
ChEA_2022	PADI4 21655091 ChIP-ChIP MCF-7 Human	16/857	2.373451e-01	4.919757e-01	0	0	1.241165e+00	1.785094e+00	BRD2;EDN1;UQCRB;PPP1R10;THYN1;VPS13B;NEDD9;TOB1;AHI1;PTDSS1;CLDN4;RHEB;RPL7L1;TAX1BP1;UBQLN1;UBXN4
ChEA_2022	PAX3-FKHR 20663909 ChIP-Seq RHABDOMYOSARCOMA Human	17/918	2.385307e-01	4.930524e-01	0	0	1.231263e+00	1.764717e+00	MAP3K2;TES;RAB3IP;EYA4;CXCR4;SPINT2;KLF4;SUMF1;KIAA1217;EFNB2;PSMB7;LAPTM4B;IMMP2L;CHMP2B;NFE2L3;ITGB8;MET
ChEA_2022	KDM2B 26808549 Chip-Seq SIL-ALL Human	29/1652	2.394744e-01	4.936241e-01	0	0	1.169975e+00	1.672256e+00	IDI1;IFI6;CXCR4;TOB1;ACTG1;CCNL2;UBXN4;JUNB;SOX4;IER2;HEXIM1;BRD2;EGR2;ACBD5;SUN1;MARCKSL1;PLEKHA5;HLA-C;ISG15;KRT10;SDCBP2;DUSP6;NR4A1;AEBP2;ID1;FOSB;GRB2;NCOA7;TRIB1
ChEA_2022	KDM5B 21448134 ChIP-Seq MESCs Mouse	51/3030	2.418737e-01	4.971848e-01	0	0	1.126674e+00	1.599133e+00	HBS1L;SCOC;RIF1;ZFAND5;THYN1;CLTA;HERPUD1;CAPN7;CDH1;CCNL2;UBXN4;HMGN1;DSP;BRD2;SEC13;SUN1;RBM18;ZFR;COBL;DUSP6;CLDN3;AEBP2;SUB1;TAX1BP1;YME1L1;SNRPC;PPIA;SMPDL3A;SEH1L;UQCRB;GMCL1;ANAPC11;MTDH;EFNB2;PSMB7;BCLAF1;EPCAM;RAD21;CEP192;CCT8;CEP76;HSPA5;CDKN2A;AHI1;RHEB;GRB2;GOPC;TRMT11;OSBPL1A;RAB5A;PTPN2
ChEA_2022	ZBTB16 27035670 ChIP-Seq hESC Human Endometrial	11/563	2.426308e-01	4.973596e-01	0	0	1.297527e+00	1.837576e+00	EFNB2;EGR2;HOMER1;YIPF3;ABI1;SHROOM3;GRB2;ARPC4;CCT8;SNRPC;FRYL
ChEA_2022	SIN3A 21632747 ChIP-Seq MESCs Mouse	17/923	2.452921e-01	5.014259e-01	0	0	1.224142e+00	1.720294e+00	PTPRN2;YIPF3;STARD10;ETFB;SEZ6L2;NR4A1;AHI1;TMEM43;CDH1;ETNK1;FOSB;RHPN2;RPL18;JUNB;RAB5A;IER2;IER3
ChEA_2022	BRD4 27068464 Chip-Seq AML-cells Mouse	28/1597	2.464616e-01	5.024286e-01	0	0	1.167770e+00	1.635519e+00	SLC44A4;PPP1R10;NEDD9;CXCR4;TOB1;ACTG1;NT5DC1;HINT3;UBXN4;JUNB;SOX4;ATG5;BRD2;MYLIP;EGR2;EDN1;MARCKSL1;JUP;MIF;TMC4;DUSP6;ISG20;PLP2;SNRPC;TRIB1;RAMP1;SMPDL3A;ATF3
ChEA_2022	ZFP57 27257070 Chip-Seq ESCs Mouse	14/744	2.473008e-01	5.027544e-01	0	0	1.249871e+00	1.746257e+00	NPSR1;ACBD5;UQCRB;ICA1;CXCR4;TNFRSF11B;LMO7;NEB;GRHL2;STK3;EFNB2;AHI1;MYO1E;EPCAM
ChEA_2022	RUNX1 30185409 ChIP-Seq HPC Mouse BoneMarrow Leukemia	46/2724	2.492052e-01	5.052379e-01	0	0	1.128575e+00	1.568131e+00	ZFAND5;LAMA3;ARPC5L;CLTA;NEDD9;GMCL1;MTDH;ACTG1;EFNB2;LAPTM4B;NT5DC1;PARD6B;ODF2L;CAPN7;FLOT1;EPG5;CEP192;SEC61B;UBXN4;JUNB;IER2;ATG5;TMEM14C;BRD2;MYLIP;EGR2;SUN1;MARCKSL1;ELOVL5;RBM18;TMC4;SDCBP2;SUMF1;F5;GGCT;VIL1;NR4A1;PRPF18;AEBP2;RHEB;SUB1;MYO5C;TAX1BP1;PLP2;PTPN2;LLGL2
ChEA_2022	TP63 19390658 ChIP-ChIP HaCaT Human	4/167	2.512743e-01	5.073466e-01	0	0	1.592402e+00	2.199441e+00	HEXIM1;ZNF165;ZNF292;NCOA7
ChEA_2022	TP53 18474530 ChIP-ChIP U2OS Human	13/687	2.516165e-01	5.073466e-01	0	0	1.256417e+00	1.733667e+00	ACBD5;TES;KCNH8;ZFAND5;ICA1;CXCR4;COBL;TOB1;PARD6B;RHEB;EPSTI1;CDH17;FRYL
ChEA_2022	ZNF263 19887448 ChIP-Seq K562 Human	2/64	2.553131e-01	5.132947e-01	0	0	2.090174e+00	2.853640e+00	KRT10;KLF4
ChEA_2022	MYCN 18555785 ChIP-Seq MESCs Mouse	29/1668	2.559537e-01	5.132947e-01	0	0	1.157528e+00	1.577431e+00	IDI1;HDAC2;CMAS;RIF1;PPP1R10;ARPC5L;SAT1;GMCL1;MTDH;HERPUD1;PARD6B;TMEM43;CDH1;SPIN1;CCNL2;SEC61B;RHPN2;CCT8;JUNB;CEP76;ATG5;YIPF3;ZFR;ARPC4;SUMF1;AHI1;OSBPL1A;PPIA;RAB5A
ChEA_2022	MYC 19915707 ChIP-ChIP AK7 Human	30/1732	2.579252e-01	5.158504e-01	0	0	1.153274e+00	1.562785e+00	CMAS;THYN1;CLTA;RAB25;MYH14;CCNL2;SAMD12;IER2;GSTM3;BRD2;ATP6V1G1;GSN;JUP;CDKN2A;ANXA4;KCNH8;STARD10;ISG15;GRHL2;SYTL2;ISG20;AHI1;PRPF18;YME1L1;NCOA7;GOPC;OSBPL1A;PPIA;MET;FRYL
ChEA_2022	MYC 27129775 Chip-Seq CORNEA Mouse	27/1547	2.591285e-01	5.168601e-01	0	0	1.161314e+00	1.568275e+00	HBS1L;RASEF;NEDD9;TOB1;PARD6B;HINT3;PPFIA1;EPC2;PHLDA2;AP1M2;MYLIP;ANXA3;RAB3IP;STARD10;ZFR;ISG15;MIF;KLF4;GRHL2;CLDN4;CLDN3;KRT18;ESRP1;ID1;ABI1;TRMT11;ATF3
ChEA_2022	PPARA 22158963 ChIP-Seq LIVER Mouse	27/1552	2.645987e-01	5.263523e-01	0	0	1.157188e+00	1.538529e+00	HBS1L;CMAS;ETFB;TOB1;PCSK5;MAL2;IER2;ATG5;TMED4;TMEM14C;ATP6V1G1;ACBD5;JUP;HSPA5;STARD10;KRT8;COBL;CPPED1;F5;AZGP1;CLDN3;KRT18;DAD1;ID1;OCIAD2;TRIB1;ATF3
ChEA_2022	THAP11 20581084 ChIP-Seq MESCs Mouse	11/577	2.673230e-01	5.303458e-01	0	0	1.264507e+00	1.668261e+00	HEXIM1;CMAS;TMEM43;DAD1;RPL7L1;ZFR;THYN1;RPL15;RPL18;SAMD12;TMED4
ChEA_2022	AR 21915096 ChIP-Seq LNCaP-1F5 Human	28/1619	2.699427e-01	5.330211e-01	0	0	1.150225e+00	1.506272e+00	TES;CMAS;SLC44A4;RASEF;BACH1;MTDH;PSMB7;LAPTM4B;NT5DC1;HINT3;RAD21;MYO6;MAL2;SAMD12;SOX4;BRD2;CYB5A;ATP6V1G1;MARCKSL1;HOMER1;GRHL2;SDCBP2;F5;ISG20;CLDN3;TRIB1;RAMP1;SMPDL3A
ChEA_2022	CHD4 35695185 ChIP-Seq nicBasalRootGanglia Mouse Embryo	36/2119	2.701120e-01	5.330211e-01	0	0	1.131539e+00	1.481093e+00	DDR1;HDAC2;RIF1;PPP1R10;HEXA;BRK1;SMC5;ETFB;TOB1;PCSK5;EFNB2;LAPTM4B;HINT3;SPIN1;RSPO2;MYH14;NELFCD;JUNB;SOX4;IER2;CARMIL1;BRD2;SUN1;PTPRN2;HOMER1;STARD10;PLEKHA5;TENT5A;KRT10;NR4A1;AHI1;ETNK1;RPL7L1;NCOA7;PPIA;PTPN2
ChEA_2022	MYCN 28898695 ChIP-Seq NB1643 Human Nerve Neuroblastoma	37/2184	2.722406e-01	5.357927e-01	0	0	1.128399e+00	1.468124e+00	RPL30;C2CD5;HDAC2;DMAC1;RIF1;ZNF292;ZFAND5;ARPC5L;SMC5;AQP1;IMMP2L;BCLAF1;ATP5F1A;TMEM43;UBQLN1;ITGB8;CCT8;SOX4;ATG5;TMEM14C;HEXIM1;ZNF165;BRD2;DTNA;HOMER1;RBM18;PLEKHA5;DUSP6;CPPED1;KRT19;RPL7L1;NCOA7;GOPC;OSBPL1A;TRIB1;PPIA;ATF3
ChEA_2022	TCF21 26020271 ChIP-Seq HCASMC Human CoronaryArtery	20/1129	2.759681e-01	5.416880e-01	0	0	1.176087e+00	1.514177e+00	ACBD5;SUN1;DTNA;GSN;SEH1L;JUP;ZFR;KLF4;SDCBP2;DUSP6;SYTL2;ISG20;LAPTM4B;NR4A1;CAPN7;UBQLN1;NCOA7;CCNL2;SEC61B;TRIB1
ChEA_2022	PPARG 20176806 ChIP-Seq THIOMACROPHAGE Mouse	12/645	2.815559e-01	5.511940e-01	0	0	1.233327e+00	1.563149e+00	BRD2;MYLIP;SUN1;EPCAM;RAD21;CXCR4;GRB2;CCT8;GMCL1;DUSP6;PTPN2;MTDH
ChEA_2022	MYC 18940864 ChIP-ChIP HL60 Human	11/587	2.854475e-01	5.573381e-01	0	0	1.241904e+00	1.556972e+00	LAPTM4B;BCLAF1;ATP6V1G1;ELOVL5;CXCR4;RPL15;OCIAD2;MEA1;MTDH;TMEM14C;HMGN1
ChEA_2022	TCF21 23034159 ChIP-ChIP E13 GONADS Rat	1/22	2.869921e-01	5.588794e-01	0	0	3.081767e+00	3.846971e+00	STK3
ChEA_2022	RNF2 27304074 Chip-Seq ESCs Mouse	21/1205	2.945266e-01	5.720464e-01	0	0	1.156057e+00	1.413148e+00	DSP;EGR2;HDAC2;GOLT1B;CDKN2A;RASEF;EYA4;CXCR4;SHROOM3;KLF4;TOB1;EFNB2;PARD6B;KRT18;ESRP1;RSPO2;PHLDA2;TRIB1;ATF3;SOX4;LLGL2
ChEA_2022	TFAP2A 35110662 ChIP-Seq HEPM Human Embryo	20/1144	2.957912e-01	5.729986e-01	0	0	1.159456e+00	1.412335e+00	HBS1L;MYLIP;SCOC;GSN;HSPA5;ZFAND5;PLEKHA5;THYN1;LMO7;ISG15;MIF;TENT5A;BACH1;NT5DC1;NDUFAF6;TRMT11;TRIB1;JUNB;PPIA;SMPDL3A
ChEA_2022	ISL1 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	14/776	2.976471e-01	5.739485e-01	0	0	1.195362e+00	1.448596e+00	KCNH8;PLEKHA5;ICA1;SHROOM3;LMO7;DUSP6;EFNB2;LAPTM4B;PTDSS1;KRT19;PIEZO2;NCOA7;FRYL;ATG5
ChEA_2022	GATA1 19941827 ChIP-Seq MEL86 Mouse	26/1519	2.978328e-01	5.739485e-01	0	0	1.136131e+00	1.376108e+00	HBS1L;LAMA3;AQP1;EPCAM;SEC61B;AP1M2;TMEM14C;MYLIP;SUN1;GSN;JUP;ANXA3;ANXA13;VPS13B;SHROOM3;COBL;GRHL2;HAUS1;AHI1;SH3YL1;PRPF18;ETNK1;RPL7L1;ESRP1;GRB2;OSBPL1A
ChEA_2022	SOX2 19829295 ChIP-Seq ESCs Human	27/1584	3.006669e-01	5.747502e-01	0	0	1.131409e+00	1.359674e+00	SCOC;HDAC2;ICA1;IFI6;TOB1;PCSK5;IMMP2L;HINT3;SAMD12;UBXN4;ATG5;TMEM14C;DTNA;CDKN2A;CAV2;DNAH14;ARHGEF38;HLA-C;VPS13B;NEB;HLA-A;CPPED1;F5;GGCT;NR4A1;NCOA7;PTPN2
ChEA_2022	NANOG 19829295 ChIP-Seq ESCs Human	27/1584	3.006669e-01	5.747502e-01	0	0	1.131409e+00	1.359674e+00	SCOC;HDAC2;ICA1;IFI6;TOB1;PCSK5;IMMP2L;HINT3;SAMD12;UBXN4;ATG5;TMEM14C;DTNA;CDKN2A;CAV2;DNAH14;ARHGEF38;HLA-C;VPS13B;NEB;HLA-A;CPPED1;F5;GGCT;NR4A1;NCOA7;PTPN2
